country,species,fao_major_area,environment,year,value,iso3c,Taxon_code,family,notes,notes_2,aq_group
Russian Federation,Japanese sea cucumber,"Pacific, Northwest",Marine,2017,1965,RUS,NS-INV,Stichopodidae,Similar to bivlave practices,NA,bivalves
Russian Federation,Sea mussels nei,"Pacific, Northwest",Marine,2017,476,RUS,BI,Mytilidae,NA,NA,bivalves
Russian Federation,Sea urchins nei,"Pacific, Northwest",Marine,2017,69,RUS,URCH,Strongylocentrotidae,Similar to bivlave practices,NA,bivalves
Russian Federation,Yesso scallop,"Pacific, Northwest",Marine,2017,5463,RUS,BI,Pectinidae,NA,NA,bivalves
Senegal,Blue mussel,"Atlantic, Eastern Central",Marine,2017,349,SEN,BI,Mytilidae,NA,NA,bivalves
Senegal,Gasar cupped oyster,"Atlantic, Eastern Central",Marine,2017,194.2,SEN,BI,Ostreidae,NA,NA,bivalves
Seychelles,Blacklip pearl oyster,"Indian Ocean, Western",Marine,2017,0.1,SYC,BI,Pteriidae,NA,NA,bivalves
Singapore,Green mussel,"Pacific, Western Central",Marine,2017,352.02,SGP,BI,Mytilidae,NA,NA,bivalves
Singapore,Pacific cupped oyster,"Pacific, Western Central",Marine,2017,1.45,SGP,BI,Ostreidae,NA,NA,bivalves
Slovenia,"Clams, etc. nei",Mediterranean and Black Sea,Marine,2017,5,SVN,BI,Veneridae,NA,NA,bivalves
Slovenia,Mediterranean mussel,Mediterranean and Black Sea,Marine,2017,641.4,SVN,BI,Mytilidae,NA,NA,bivalves
South Africa,Mediterranean mussel,"Atlantic, Southeast",Marine,2017,2083.52,ZAF,BI,Mytilidae,NA,NA,bivalves
South Africa,Pacific cupped oyster,"Atlantic, Southeast",Marine,2017,432.66,ZAF,BI,Ostreidae,NA,NA,bivalves
South Africa,Perlemoen abalone,"Atlantic, Southeast",Marine,2017,1276,ZAF,GAST,Haliotidae,Similar to bivlave practices,NA,bivalves
Spain,Common edible cockle,"Atlantic, Northeast",Brackishwater,2017,99.58,ESP,BI,Cardiidae,NA,NA,bivalves
Spain,Grooved carpet shell,"Atlantic, Northeast",Brackishwater,2017,47.55,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Japanese carpet shell,"Atlantic, Northeast",Brackishwater,2017,697.39,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Olive green cockle,"Atlantic, Northeast",Brackishwater,2017,0.21,ESP,BI,Cardiidae,NA,NA,bivalves
Spain,Pacific cupped oyster,"Atlantic, Northeast",Brackishwater,2017,59.95,ESP,BI,Ostreidae,NA,NA,bivalves
Spain,Pullet carpet shell,"Atlantic, Northeast",Brackishwater,2017,156.36,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Aquatic invertebrates nei,"Atlantic, Northeast",Marine,2017,0.24,ESP,INV,Invertabrates,Similar to bivlave practices,NA,bivalves
Spain,Common edible cockle,"Atlantic, Northeast",Marine,2017,41.88,ESP,BI,Cardiidae,NA,NA,bivalves
Spain,European flat oyster,"Atlantic, Northeast",Marine,2017,285.86,ESP,BI,Ostreidae,NA,NA,bivalves
Spain,Grooved carpet shell,"Atlantic, Northeast",Marine,2017,5,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Japanese abalone,"Atlantic, Northeast",Marine,2017,0.84,ESP,GAST,Haliotidae,Similar to bivlave practices,NA,bivalves
Spain,Japanese carpet shell,"Atlantic, Northeast",Marine,2017,234.1,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Olive green cockle,"Atlantic, Northeast",Marine,2017,0.1,ESP,BI,Cardiidae,NA,NA,bivalves
Spain,Pacific cupped oyster,"Atlantic, Northeast",Marine,2017,362.16,ESP,BI,Ostreidae,NA,NA,bivalves
Spain,Pullet carpet shell,"Atlantic, Northeast",Marine,2017,21.29,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Queen scallop,"Atlantic, Northeast",Marine,2017,1.5,ESP,BI,Pectinidae,NA,NA,bivalves
Spain,Sea mussels nei,"Atlantic, Northeast",Marine,2017,235345.18,ESP,BI,Mytilidae,NA,NA,bivalves
Spain,Solen razor clams nei,"Atlantic, Northeast",Marine,2017,0.11,ESP,BI,Soleidae,NA,NA,bivalves
Spain,Pod razor shell,Mediterranean and Black Sea,Brackishwater,2017,4.65,ESP,BI,Pharidae,NA,NA,bivalves
Spain,Common edible cockle,Mediterranean and Black Sea,Marine,2017,20,ESP,BI,Cardiidae,NA,NA,bivalves
Spain,European flat oyster,Mediterranean and Black Sea,Marine,2017,1,ESP,BI,Ostreidae,NA,NA,bivalves
Spain,Grooved carpet shell,Mediterranean and Black Sea,Marine,2017,10.47,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Japanese carpet shell,Mediterranean and Black Sea,Marine,2017,12,ESP,BI,Veneridae,NA,NA,bivalves
Spain,Pacific cupped oyster,Mediterranean and Black Sea,Marine,2017,384,ESP,BI,Ostreidae,NA,NA,bivalves
Spain,Sea mussels nei,Mediterranean and Black Sea,Marine,2017,6440,ESP,BI,Mytilidae,NA,NA,bivalves
Spain,Warty venus,Mediterranean and Black Sea,Marine,2017,0.23,ESP,BI,Veneridae,NA,NA,bivalves
Sri Lanka,Indian backwater oyster,"Indian Ocean, Eastern",Brackishwater,2017,12.28,LKA,BI,Ostreidae,NA,NA,bivalves
Sri Lanka,Sandfish,"Indian Ocean, Eastern",Marine,2017,28.8,LKA,NS-INV,Trichodontidae,Similar to bivlave practices,NA,bivalves
St. Pierre and Miquelon,Scallops nei,"Atlantic, Northwest",Marine,2017,88,SPM,BI,Pectinidae,NA,NA,bivalves
Sweden,Blue mussel,"Atlantic, Northeast",Marine,2017,2014,SWE,BI,Mytilidae,NA,NA,bivalves
Taiwan Province of China,Diphos sanguin,"Pacific, Northwest",Brackishwater,2017,52.93,TWN,BI,Veneridae,NA,NA,bivalves
Taiwan Province of China,Japanese hard clam,"Pacific, Northwest",Brackishwater,2017,52062.32,TWN,BI,Veneridae,NA,NA,bivalves
Taiwan Province of China,Abalones nei,"Pacific, Northwest",Marine,2017,276.38,TWN,GAST,Haliotidae,Similar to bivlave practices,NA,bivalves
Taiwan Province of China,Marine molluscs nei,"Pacific, Northwest",Marine,2017,50.64,TWN,GAST,Mollusca,Similar to bivlave practices,NA,bivalves
Taiwan Province of China,Pacific cupped oyster,"Pacific, Northwest",Marine,2017,23178.65,TWN,BI,Ostreidae,NA,NA,bivalves
Tanzania,Sandfish,"Indian Ocean, Western",Marine,2017,1.84,TZA,NS-INV,Trichodontidae,Similar to bivlave practices,NA,bivalves
Thailand,Blood cockle,"Indian Ocean, Eastern",Marine,2017,42,THA,BI,Arcidae,NA,NA,bivalves
Thailand,Cupped oysters nei,"Indian Ocean, Eastern",Marine,2017,6578,THA,BI,Ostreidae,NA,NA,bivalves
Thailand,Green mussel,"Indian Ocean, Eastern",Marine,2017,486,THA,BI,Mytilidae,NA,NA,bivalves
Thailand,Abalones nei,"Pacific, Western Central",Brackishwater,2017,2,THA,GAST,Haliotidae,Similar to bivlave practices,NA,bivalves
Thailand,Blood cockle,"Pacific, Western Central",Marine,2017,25820,THA,BI,Arcidae,NA,NA,bivalves
Thailand,Cupped oysters nei,"Pacific, Western Central",Marine,2017,15343,THA,BI,Ostreidae,NA,NA,bivalves
Thailand,Green mussel,"Pacific, Western Central",Marine,2017,49987,THA,BI,Mytilidae,NA,NA,bivalves
Tunisia,Mediterranean mussel,Mediterranean and Black Sea,Brackishwater,2017,115,TUN,BI,Mytilidae,NA,NA,bivalves
Tunisia,Pacific cupped oyster,Mediterranean and Black Sea,Brackishwater,2017,52,TUN,BI,Ostreidae,NA,NA,bivalves
Turkey,Mediterranean mussel,Mediterranean and Black Sea,Marine,2017,489,TUR,BI,Mytilidae,NA,NA,bivalves
Turks and Caicos Is.,Queen conch,"Atlantic, Western Central",Marine,2017,0.5,TCA,GAST,Strombidae,Similar to bivlave practices,NA,bivalves
United Arab Emirates,Pacific cupped oyster,"Indian Ocean, Western",Marine,2017,5,ARE,BI,Ostreidae,NA,NA,bivalves
United Kingdom,European flat oyster,"Atlantic, Northeast",Marine,2017,23,GBR,BI,Ostreidae,NA,NA,bivalves
United Kingdom,Great Atlantic scallop,"Atlantic, Northeast",Marine,2017,6,GBR,BI,Pectinidae,NA,NA,bivalves
United Kingdom,Pacific cupped oyster,"Atlantic, Northeast",Marine,2017,2293.82,GBR,BI,Ostreidae,NA,NA,bivalves
United Kingdom,Queen scallop,"Atlantic, Northeast",Marine,2017,11,GBR,BI,Pectinidae,NA,NA,bivalves
United Kingdom,Sea mussels nei,"Atlantic, Northeast",Marine,2017,16178.26,GBR,BI,Mytilidae,NA,NA,bivalves
United States of America,Blue mussel,"Atlantic, Northwest",Marine,2017,2201,USA,BI,Mytilidae,NA,NA,bivalves
United States of America,Northern quahog(=Hard clam),"Atlantic, Northwest",Marine,2017,23339,USA,BI,Veneridae,NA,NA,bivalves
United States of America,Sand gaper,"Atlantic, Northwest",Marine,2017,545,USA,BI,Myidae,NA,NA,bivalves
United States of America,American cupped oyster,"Atlantic, Western Central",Marine,2017,112408,USA,BI,Ostreidae,NA,NA,bivalves
United States of America,Abalones nei,"Pacific, Northeast",Marine,2017,341,USA,GAST,Haliotidae,Similar to bivlave practices,NA,bivalves
United States of America,Butter clam,"Pacific, Northeast",Marine,2017,16,USA,BI,Arcidae,NA,NA,bivalves
United States of America,Cupped oysters nei,"Pacific, Northeast",Marine,2017,2639,USA,BI,Ostreidae,NA,NA,bivalves
United States of America,Japanese carpet shell,"Pacific, Northeast",Marine,2017,3650,USA,BI,Veneridae,NA,NA,bivalves
United States of America,Pacific cupped oyster,"Pacific, Northeast",Marine,2017,25845,USA,BI,Ostreidae,NA,NA,bivalves
United States of America,Pacific geoduck,"Pacific, Northeast",Marine,2017,870,USA,BI,Hiatellidae,NA,NA,bivalves
United States of America,Pacific littleneck clam,"Pacific, Northeast",Marine,2017,10,USA,BI,Veneridae,NA,NA,bivalves
"Venezuela, Boliv Rep of",South American rock mussel,"Atlantic, Western Central",Marine,2017,5,VEN,BI,Mytilidae,NA,NA,bivalves
Viet Nam,Sandfish,"Pacific, Western Central",Brackishwater,2017,100,VNM,NS-INV,Trichodontidae,Similar to bivlave practices,NA,bivalves
Viet Nam,Marine molluscs nei,"Pacific, Western Central",Marine,2017,284965.52,VNM,GAST,Mollusca,Similar to bivlave practices,NA,bivalves
Algeria,Penaeus shrimps nei,Mediterranean and Black Sea,Brackishwater,2017,5,DZA,SH,Penaeidae,NA,NA,shrimps_prawns
Australia,Penaeus shrimps nei,"Pacific, Southwest",Brackishwater,2017,360.39,AUS,SH,Penaeidae,NA,NA,shrimps_prawns
Australia,Penaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,4264.1,AUS,SH,Penaeidae,NA,NA,shrimps_prawns
Bangladesh,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,2017,68272,BGD,SH,Penaeidae,NA,NA,shrimps_prawns
Bangladesh,Indian white prawn,"Indian Ocean, Eastern",Brackishwater,2017,2452,BGD,SH,Penaeidae,NA,NA,shrimps_prawns
Bangladesh,Penaeus shrimps nei,"Indian Ocean, Eastern",Brackishwater,2017,7041,BGD,SH,Penaeidae,NA,NA,shrimps_prawns
Bangladesh,Speckled shrimp,"Indian Ocean, Eastern",Brackishwater,2017,3957,BGD,SH,Penaeidae,NA,NA,shrimps_prawns
Belize,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,500,BLZ,SH,Penaeidae,NA,NA,shrimps_prawns
Brazil,Whiteleg shrimp,"Atlantic, Southwest",Marine,2017,60000,BRA,SH,Penaeidae,NA,NA,shrimps_prawns
Brunei Darussalam,Blue shrimp,"Pacific, Western Central",Brackishwater,2017,1240,BRN,SH,Penaeidae,NA,NA,shrimps_prawns
Brunei Darussalam,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,2,BRN,SH,Penaeidae,NA,NA,shrimps_prawns
Cambodia,Penaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,1000,KHM,SH,Penaeidae,NA,NA,shrimps_prawns
China,Fleshy prawn,"Pacific, Northwest",Brackishwater,2017,37458,CHN,SH,Penaeidae,NA,NA,shrimps_prawns
China,Giant tiger prawn,"Pacific, Northwest",Brackishwater,2017,75227,CHN,SH,Penaeidae,NA,NA,shrimps_prawns
China,Kuruma prawn,"Pacific, Northwest",Brackishwater,2017,52466,CHN,SH,Penaeidae,NA,NA,shrimps_prawns
China,Penaeus shrimps nei,"Pacific, Northwest",Brackishwater,2017,99212,CHN,SH,Penaeidae,NA,NA,shrimps_prawns
China,Whiteleg shrimp,"Pacific, Northwest",Brackishwater,2017,1080791,CHN,SH,Penaeidae,NA,NA,shrimps_prawns
Colombia,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,3700,COL,SH,Penaeidae,NA,NA,shrimps_prawns
Costa Rica,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,3000,CRI,SH,Penaeidae,NA,NA,shrimps_prawns
Cuba,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,5631,CUB,SH,Penaeidae,NA,NA,shrimps_prawns
Cyprus,Indian white prawn,Mediterranean and Black Sea,Marine,2017,28,CYP,SH,Penaeidae,NA,NA,shrimps_prawns
Dominican Republic,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,400,DOM,SH,Penaeidae,NA,NA,shrimps_prawns
Ecuador,Whiteleg shrimp,"Pacific, Southeast",Brackishwater,2017,440000,ECU,SH,Penaeidae,NA,NA,shrimps_prawns
Egypt,Whiteleg shrimp,Mediterranean and Black Sea,Brackishwater,2017,135,EGY,SH,Penaeidae,NA,NA,shrimps_prawns
El Salvador,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,1150,SLV,SH,Penaeidae,NA,NA,shrimps_prawns
Fiji,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,2,FJI,SH,Penaeidae,NA,NA,shrimps_prawns
France,Kuruma prawn,"Atlantic, Northeast",Brackishwater,2017,60,FRA,SH,Penaeidae,NA,NA,shrimps_prawns
French Polynesia,Blue shrimp,"Pacific, Eastern Central",Marine,2017,120.7,PYF,SH,Penaeidae,NA,NA,shrimps_prawns
Ghana,Giant tiger prawn,"Atlantic, Eastern Central",Brackishwater,2017,10,GHA,SH,Penaeidae,NA,NA,shrimps_prawns
Guam,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,10,GUM,SH,Penaeidae,NA,NA,shrimps_prawns
Guatemala,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,16455,GTM,SH,Penaeidae,NA,NA,shrimps_prawns
Guyana,Penaeus shrimps nei,"Atlantic, Western Central",Brackishwater,2017,231.15,GUY,SH,Penaeidae,NA,NA,shrimps_prawns
Honduras,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,31500,HND,SH,Penaeidae,NA,NA,shrimps_prawns
India,Giant tiger prawn,"Indian Ocean, Western",Brackishwater,2017,58450,IND,SH,Penaeidae,NA,NA,shrimps_prawns
India,Indian white prawn,"Indian Ocean, Western",Brackishwater,2017,1311,IND,SH,Penaeidae,NA,NA,shrimps_prawns
India,Whiteleg shrimp,"Indian Ocean, Western",Brackishwater,2017,583400,IND,SH,Penaeidae,NA,NA,shrimps_prawns
Indonesia,Banana prawn,"Pacific, Western Central",Brackishwater,2017,1132,IDN,SH,Penaeidae,NA,NA,shrimps_prawns
Indonesia,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,126191,IDN,SH,Penaeidae,NA,NA,shrimps_prawns
Indonesia,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,737029,IDN,SH,Penaeidae,NA,NA,shrimps_prawns
Iran (Islamic Rep. of),Whiteleg shrimp,"Indian Ocean, Western",Brackishwater,2017,32332,IRN,SH,Penaeidae,NA,NA,shrimps_prawns
Italy,Kuruma prawn,Mediterranean and Black Sea,Brackishwater,2017,6,ITA,SH,Penaeidae,NA,NA,shrimps_prawns
Japan,Kuruma prawn,"Pacific, Northwest",Marine,2017,1354,JPN,SH,Penaeidae,NA,NA,shrimps_prawns
"Korea, Republic of",Fleshy prawn,"Pacific, Northwest",Brackishwater,2017,18,KOR,SH,Penaeidae,NA,NA,shrimps_prawns
"Korea, Republic of",Whiteleg shrimp,"Pacific, Northwest",Brackishwater,2017,5144,KOR,SH,Penaeidae,NA,NA,shrimps_prawns
Lebanon,Whiteleg shrimp,Mediterranean and Black Sea,Brackishwater,2017,10,LBN,SH,Penaeidae,NA,NA,shrimps_prawns
Madagascar,Giant tiger prawn,"Indian Ocean, Western",Marine,2017,5439,MDG,SH,Penaeidae,NA,NA,shrimps_prawns
Malaysia,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,2017,9224.2,MYS,SH,Penaeidae,NA,NA,shrimps_prawns
Malaysia,Whiteleg shrimp,"Indian Ocean, Eastern",Brackishwater,2017,7964.43,MYS,SH,Penaeidae,NA,NA,shrimps_prawns
Malaysia,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,908.72,MYS,SH,Penaeidae,NA,NA,shrimps_prawns
Malaysia,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,27683.61,MYS,SH,Penaeidae,NA,NA,shrimps_prawns
Mexico,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,2417.95,MEX,SH,Penaeidae,NA,NA,shrimps_prawns
Mexico,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,147611.9,MEX,SH,Penaeidae,NA,NA,shrimps_prawns
Myanmar,Giant tiger prawn,"Indian Ocean, Eastern",Marine,2017,55309.51,MMR,SH,Penaeidae,NA,NA,shrimps_prawns
New Caledonia,Blue shrimp,"Pacific, Western Central",Marine,2017,1450,NCL,SH,Penaeidae,NA,NA,shrimps_prawns
Nicaragua,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,24888,NIC,SH,Penaeidae,NA,NA,shrimps_prawns
Nigeria,Penaeus shrimps nei,"Atlantic, Eastern Central",Brackishwater,2017,120,NGA,SH,Penaeidae,NA,NA,shrimps_prawns
Northern Mariana Is.,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,23,MNP,SH,Penaeidae,NA,NA,shrimps_prawns
Pakistan,Penaeus shrimps nei,"Indian Ocean, Western",Marine,2017,129,PAK,SH,Penaeidae,NA,NA,shrimps_prawns
Palau,Penaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,0.4,PLW,SH,Penaeidae,NA,NA,shrimps_prawns
Panama,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,2017,7522,PAN,SH,Penaeidae,NA,NA,shrimps_prawns
Peru,Whiteleg shrimp,"Pacific, Southeast",Marine,2017,27491.66,PER,SH,Penaeidae,NA,NA,shrimps_prawns
Philippines,Banana prawn,"Pacific, Western Central",Brackishwater,2017,1744.3,PHL,SH,Penaeidae,NA,NA,shrimps_prawns
Philippines,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,46067.6,PHL,SH,Penaeidae,NA,NA,shrimps_prawns
Philippines,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,13965.4,PHL,SH,Penaeidae,NA,NA,shrimps_prawns
Portugal,Atlantic ditch shrimp,"Atlantic, Northeast",Brackishwater,2017,20.8,PRT,SH,Palaemonidae,NA,NA,shrimps_prawns
Saudi Arabia,Whiteleg shrimp,"Indian Ocean, Western",Marine,2017,39200,SAU,SH,Penaeidae,NA,NA,shrimps_prawns
Singapore,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,21.36,SGP,SH,Penaeidae,NA,NA,shrimps_prawns
Singapore,Penaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,36.71,SGP,SH,Penaeidae,NA,NA,shrimps_prawns
Singapore,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,11.5,SGP,SH,Penaeidae,NA,NA,shrimps_prawns
Singapore,Penaeus shrimps nei,"Pacific, Western Central",Marine,2017,5.74,SGP,SH,Penaeidae,NA,NA,shrimps_prawns
Spain,Whiteleg shrimp,"Atlantic, Eastern Central",Marine,2017,2,ESP,SH,Penaeidae,NA,NA,shrimps_prawns
Spain,Atlantic ditch shrimp,"Atlantic, Northeast",Brackishwater,2017,187.72,ESP,SH,Palaemonidae,NA,NA,shrimps_prawns
Spain,Caramote prawn,"Atlantic, Northeast",Marine,2017,0.26,ESP,SH,Penaeidae,NA,NA,shrimps_prawns
Spain,Kuruma prawn,"Atlantic, Northeast",Marine,2017,1.17,ESP,SH,Penaeidae,NA,NA,shrimps_prawns
Spain,Atlantic ditch shrimp,Mediterranean and Black Sea,Marine,2017,1.5,ESP,SH,Palaemonidae,NA,NA,shrimps_prawns
Sri Lanka,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,2017,4630,LKA,SH,Penaeidae,NA,NA,shrimps_prawns
Suriname,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,30,SUR,SH,Penaeidae,NA,NA,shrimps_prawns
Taiwan Province of China,Giant tiger prawn,"Pacific, Northwest",Brackishwater,2017,276.18,TWN,SH,Penaeidae,NA,NA,shrimps_prawns
Taiwan Province of China,Greasyback shrimp,"Pacific, Northwest",Brackishwater,2017,160.62,TWN,SH,Penaeidae,NA,NA,shrimps_prawns
Taiwan Province of China,Kuruma prawn,"Pacific, Northwest",Brackishwater,2017,17.42,TWN,SH,Penaeidae,NA,NA,shrimps_prawns
Taiwan Province of China,Whiteleg shrimp,"Pacific, Northwest",Brackishwater,2017,5000.97,TWN,SH,Penaeidae,NA,NA,shrimps_prawns
"Tanzania, United Rep. of",Giant tiger prawn,"Indian Ocean, Western",Brackishwater,2017,450,TZA,SH,Penaeidae,NA,NA,shrimps_prawns
Thailand,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,2017,7847,THA,SH,Penaeidae,NA,NA,shrimps_prawns
Thailand,Whiteleg shrimp,"Indian Ocean, Eastern",Brackishwater,2017,62208,THA,SH,Penaeidae,NA,NA,shrimps_prawns
Thailand,Banana prawn,"Pacific, Western Central",Brackishwater,2017,129,THA,SH,Penaeidae,NA,NA,shrimps_prawns
Thailand,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,5115,THA,SH,Penaeidae,NA,NA,shrimps_prawns
Thailand,Penaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,186,THA,SH,Penaeidae,NA,NA,shrimps_prawns
Thailand,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,284101,THA,SH,Penaeidae,NA,NA,shrimps_prawns
Timor-Leste,Penaeus shrimps nei,"Indian Ocean, Eastern",Brackishwater,2017,1,TLS,SH,Penaeidae,NA,NA,shrimps_prawns
Tunisia,Whiteleg shrimp,Mediterranean and Black Sea,Brackishwater,2017,2,TUN,SH,Penaeidae,NA,NA,shrimps_prawns
United Arab Emirates,Indian white prawn,"Indian Ocean, Western",Marine,2017,225,ARE,SH,Penaeidae,NA,NA,shrimps_prawns
United States of America,Whiteleg shrimp,"Atlantic, Western Central",Marine,2017,1633,USA,SH,Penaeidae,NA,NA,shrimps_prawns
Vanuatu,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,10,VUT,SH,Penaeidae,NA,NA,shrimps_prawns
"Venezuela, Boliv Rep of",Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,2017,24500,VEN,SH,Penaeidae,NA,NA,shrimps_prawns
Viet Nam,Giant tiger prawn,"Pacific, Western Central",Brackishwater,2017,262936.39,VNM,SH,Penaeidae,NA,NA,shrimps_prawns
Viet Nam,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,2017,439022.7,VNM,SH,Penaeidae,NA,NA,shrimps_prawns
Albania,European seabass,Mediterranean and Black Sea,Marine,2017,1000,ALB,F,Moronidae,NA,NA,marine_fish_general
Albania,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,2400,ALB,F,Sparidae,NA,NA,marine_fish_general
Algeria,Mullets nei,Africa - Inland waters,Brackishwater,2017,1,DZA,F,Apogonidae,NA,NA,marine_fish_general
Algeria,European seabass,Mediterranean and Black Sea,Brackishwater,2017,90,DZA,F,Moronidae,NA,NA,marine_fish_general
Algeria,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,270,DZA,F,Sparidae,NA,NA,marine_fish_general
Algeria,Meagre,Mediterranean and Black Sea,Brackishwater,2017,2,DZA,F,Sciaenidae,NA,NA,marine_fish_general
Australia,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,2017,1082.87,AUS,F,Latidae,NA,NA,marine_fish_general
Australia,Marine fishes nei,"Indian Ocean, Eastern",Marine,2017,2294,AUS,F,Fish,NA,NA,marine_fish_general
Australia,Barramundi(=Giant seaperch),"Pacific, Southwest",Brackishwater,2017,43.68,AUS,F,Latidae,NA,NA,marine_fish_general
Australia,Barramundi(=Giant seaperch),"Pacific, Western Central",Brackishwater,2017,2987.4,AUS,F,Latidae,NA,NA,marine_fish_general
Bangladesh,Marine fishes nei,"Indian Ocean, Eastern",Brackishwater,2017,116110,BGD,F,Fish,NA,NA,marine_fish_general
Bosnia and Herzegovina,European seabass,Mediterranean and Black Sea,Marine,2017,80.9,BIH,F,Moronidae,NA,NA,marine_fish_general
Bosnia and Herzegovina,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,95.6,BIH,F,Sparidae,NA,NA,marine_fish_general
Brazil,Marine fishes nei,"Atlantic, Southwest",Marine,2017,20,BRA,F,Fish,NA,NA,marine_fish_general
Brunei Darussalam,Barramundi(=Giant seaperch),"Pacific, Western Central",Marine,2017,185,BRN,F,Latidae,NA,NA,marine_fish_general
Brunei Darussalam,Groupers nei,"Pacific, Western Central",Marine,2017,65,BRN,F,Serranidae,NA,NA,marine_fish_general
Brunei Darussalam,"Jacks, crevalles nei","Pacific, Western Central",Marine,2017,25,BRN,F,Carangidae,NA,NA,marine_fish_general
Brunei Darussalam,Marine fishes nei,"Pacific, Western Central",Marine,2017,50,BRN,F,Fish,NA,NA,marine_fish_general
Brunei Darussalam,Milkfish,"Pacific, Western Central",Marine,2017,1,BRN,F,Chanidae,NA,NA,marine_fish_general
Brunei Darussalam,Snappers nei,"Pacific, Western Central",Marine,2017,25,BRN,F,Lutjanidae,NA,NA,marine_fish_general
Brunei Darussalam,Snubnose pompano,"Pacific, Western Central",Marine,2017,20,BRN,F,Carangidae,NA,NA,marine_fish_general
Cambodia,Barramundi(=Giant seaperch),"Pacific, Western Central",Marine,2017,850,KHM,F,Latidae,NA,NA,marine_fish_general
Cambodia,Marine fishes nei,"Pacific, Western Central",Marine,2017,160,KHM,F,Fish,NA,NA,marine_fish_general
Cambodia,Orange-spotted grouper,"Pacific, Western Central",Marine,2017,320,KHM,F,Serranidae,NA,NA,marine_fish_general
Cambodia,Snappers nei,"Pacific, Western Central",Marine,2017,320,KHM,F,Lutjanidae,NA,NA,marine_fish_general
China,Amberjacks nei,"Pacific, Northwest",Marine,2017,25933,CHN,F,Carangidae,NA,NA,marine_fish_general
China,Cobia,"Pacific, Northwest",Marine,2017,43657,CHN,F,Curculionidae,NA,NA,marine_fish_general
China,Groupers nei,"Pacific, Northwest",Marine,2017,131536,CHN,F,Serranidae,NA,NA,marine_fish_general
China,Japanese seabass,"Pacific, Northwest",Marine,2017,156595,CHN,F,Lateolabracidae,NA,NA,marine_fish_general
China,Large yellow croaker,"Pacific, Northwest",Marine,2017,177640,CHN,F,Sciaenidae,NA,NA,marine_fish_general
China,Lefteye flounders nei,"Pacific, Northwest",Marine,2017,60737,CHN,F,Bothidae,NA,NA,marine_fish_general
China,Marine fishes nei,"Pacific, Northwest",Marine,2017,470037,CHN,F,Fish,NA,NA,marine_fish_general
